Id,Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
1,03-01-2020,IN,India,SEARO,0,0,0,0
2,04-01-2020,IN,India,SEARO,0,0,0,0
3,05-01-2020,IN,India,SEARO,0,0,0,0
4,06-01-2020,IN,India,SEARO,0,0,0,0
5,07-01-2020,IN,India,SEARO,0,0,0,0
6,08-01-2020,IN,India,SEARO,0,0,0,0
7,09-01-2020,IN,India,SEARO,0,0,0,0
8,10-01-2020,IN,India,SEARO,0,0,0,0
9,11-01-2020,IN,India,SEARO,0,0,0,0
10,12-01-2020,IN,India,SEARO,0,0,0,0
11,13-01-2020,IN,India,SEARO,0,0,0,0
12,14-01-2020,IN,India,SEARO,0,0,0,0
13,15-01-2020,IN,India,SEARO,0,0,0,0
14,16-01-2020,IN,India,SEARO,0,0,0,0
15,17-01-2020,IN,India,SEARO,0,0,0,0
16,18-01-2020,IN,India,SEARO,0,0,0,0
17,19-01-2020,IN,India,SEARO,0,0,0,0
18,20-01-2020,IN,India,SEARO,0,0,0,0
19,21-01-2020,IN,India,SEARO,0,0,0,0
20,22-01-2020,IN,India,SEARO,0,0,0,0
21,23-01-2020,IN,India,SEARO,0,0,0,0
22,24-01-2020,IN,India,SEARO,0,0,0,0
23,25-01-2020,IN,India,SEARO,0,0,0,0
24,26-01-2020,IN,India,SEARO,0,0,0,0
25,27-01-2020,IN,India,SEARO,0,0,0,0
26,28-01-2020,IN,India,SEARO,0,0,0,0
27,29-01-2020,IN,India,SEARO,0,0,0,0
28,30-01-2020,IN,India,SEARO,1,1,0,0
29,31-01-2020,IN,India,SEARO,4,5,0,0
30,01-02-2020,IN,India,SEARO,0,5,0,0
31,02-02-2020,IN,India,SEARO,-3,2,0,0
32,03-02-2020,IN,India,SEARO,1,3,0,0
33,04-02-2020,IN,India,SEARO,4,7,0,0
34,05-02-2020,IN,India,SEARO,0,7,0,0
35,06-02-2020,IN,India,SEARO,0,7,0,0
36,07-02-2020,IN,India,SEARO,0,7,0,0
37,08-02-2020,IN,India,SEARO,0,7,0,0
38,09-02-2020,IN,India,SEARO,0,7,0,0
39,10-02-2020,IN,India,SEARO,0,7,0,0
40,11-02-2020,IN,India,SEARO,0,7,0,0
41,12-02-2020,IN,India,SEARO,0,7,0,0
42,13-02-2020,IN,India,SEARO,0,7,0,0
43,14-02-2020,IN,India,SEARO,0,7,0,0
44,15-02-2020,IN,India,SEARO,0,7,0,0
45,16-02-2020,IN,India,SEARO,0,7,0,0
46,17-02-2020,IN,India,SEARO,0,7,0,0
47,18-02-2020,IN,India,SEARO,0,7,0,0
48,19-02-2020,IN,India,SEARO,0,7,0,0
49,20-02-2020,IN,India,SEARO,0,7,0,0
50,21-02-2020,IN,India,SEARO,0,7,0,0
51,22-02-2020,IN,India,SEARO,0,7,0,0
52,23-02-2020,IN,India,SEARO,0,7,0,0
53,24-02-2020,IN,India,SEARO,0,7,0,0
54,25-02-2020,IN,India,SEARO,0,7,0,0
55,26-02-2020,IN,India,SEARO,0,7,0,0
56,27-02-2020,IN,India,SEARO,0,7,0,0
57,28-02-2020,IN,India,SEARO,0,7,0,0
58,29-02-2020,IN,India,SEARO,0,7,0,0
59,01-03-2020,IN,India,SEARO,0,7,0,0
60,02-03-2020,IN,India,SEARO,-2,5,0,0
61,03-03-2020,IN,India,SEARO,4,9,0,0
62,04-03-2020,IN,India,SEARO,19,28,0,0
63,05-03-2020,IN,India,SEARO,1,29,0,0
64,06-03-2020,IN,India,SEARO,2,31,0,0
65,07-03-2020,IN,India,SEARO,3,34,0,0
66,08-03-2020,IN,India,SEARO,5,39,0,0
67,09-03-2020,IN,India,SEARO,5,44,0,0
68,10-03-2020,IN,India,SEARO,6,50,0,0
69,11-03-2020,IN,India,SEARO,10,60,0,0
70,12-03-2020,IN,India,SEARO,13,73,0,0
71,13-03-2020,IN,India,SEARO,8,81,1,1
72,14-03-2020,IN,India,SEARO,3,84,1,2
73,15-03-2020,IN,India,SEARO,23,107,0,2
74,16-03-2020,IN,India,SEARO,7,114,0,2
75,17-03-2020,IN,India,SEARO,23,137,1,3
76,18-03-2020,IN,India,SEARO,14,151,0,3
77,19-03-2020,IN,India,SEARO,22,173,1,4
78,20-03-2020,IN,India,SEARO,50,223,0,4
79,21-03-2020,IN,India,SEARO,60,283,0,4
80,22-03-2020,IN,India,SEARO,77,360,3,7
81,23-03-2020,IN,India,SEARO,74,434,2,9
82,24-03-2020,IN,India,SEARO,85,519,0,9
83,25-03-2020,IN,India,SEARO,87,606,1,10
84,26-03-2020,IN,India,SEARO,43,649,3,13
85,27-03-2020,IN,India,SEARO,75,724,4,17
86,28-03-2020,IN,India,SEARO,185,909,2,19
87,29-03-2020,IN,India,SEARO,70,979,6,25
88,30-03-2020,IN,India,SEARO,92,1071,4,29
89,31-03-2020,IN,India,SEARO,180,1251,3,32
90,01-04-2020,IN,India,SEARO,386,1637,6,38
91,02-04-2020,IN,India,SEARO,328,1965,12,50
92,03-04-2020,IN,India,SEARO,336,2301,6,56
93,04-04-2020,IN,India,SEARO,601,2902,12,68
94,05-04-2020,IN,India,SEARO,472,3374,9,77
95,06-04-2020,IN,India,SEARO,693,4067,32,109
96,07-04-2020,IN,India,SEARO,354,4421,5,114
97,08-04-2020,IN,India,SEARO,853,5274,35,149
98,09-04-2020,IN,India,SEARO,591,5865,20,169
99,10-04-2020,IN,India,SEARO,547,6412,30,199
100,11-04-2020,IN,India,SEARO,1035,7447,40,239
101,12-04-2020,IN,India,SEARO,909,8356,34,273
102,13-04-2020,IN,India,SEARO,796,9152,35,308
103,14-04-2020,IN,India,SEARO,1211,10363,31,339
104,15-04-2020,IN,India,SEARO,1076,11439,38,377
105,16-04-2020,IN,India,SEARO,941,12380,37,414
106,17-04-2020,IN,India,SEARO,1007,13387,23,437
107,18-04-2020,IN,India,SEARO,991,14378,43,480
108,19-04-2020,IN,India,SEARO,1334,15712,27,507
109,20-04-2020,IN,India,SEARO,1553,17265,36,543
110,21-04-2020,IN,India,SEARO,1336,18601,47,590
111,22-04-2020,IN,India,SEARO,1383,19984,50,640
112,23-04-2020,IN,India,SEARO,1409,21393,41,681
113,24-04-2020,IN,India,SEARO,1684,23077,37,718
114,25-04-2020,IN,India,SEARO,1429,24506,57,775
115,26-04-2020,IN,India,SEARO,1990,26496,49,824
116,27-04-2020,IN,India,SEARO,1396,27892,48,872
117,28-04-2020,IN,India,SEARO,1543,29435,62,934
118,29-04-2020,IN,India,SEARO,1897,31332,73,1007
119,30-04-2020,IN,India,SEARO,1718,33050,67,1074
120,01-05-2020,IN,India,SEARO,1993,35043,73,1147
121,02-05-2020,IN,India,SEARO,2293,37336,71,1218
122,03-05-2020,IN,India,SEARO,2644,39980,83,1301
123,04-05-2020,IN,India,SEARO,2553,42533,72,1373
124,05-05-2020,IN,India,SEARO,3900,46433,195,1568
125,06-05-2020,IN,India,SEARO,2958,49391,126,1694
126,07-05-2020,IN,India,SEARO,3561,52952,89,1783
127,08-05-2020,IN,India,SEARO,3390,56342,103,1886
128,09-05-2020,IN,India,SEARO,3320,59662,95,1981
129,10-05-2020,IN,India,SEARO,3277,62939,128,2109
130,11-05-2020,IN,India,SEARO,4213,67152,97,2206
131,12-05-2020,IN,India,SEARO,3604,70756,87,2293
132,13-05-2020,IN,India,SEARO,3525,74281,122,2415
133,14-05-2020,IN,India,SEARO,3722,78003,134,2549
134,15-05-2020,IN,India,SEARO,3967,81970,100,2649
135,16-05-2020,IN,India,SEARO,3970,85940,103,2752
136,17-05-2020,IN,India,SEARO,4987,90927,120,2872
137,18-05-2020,IN,India,SEARO,5242,96169,157,3029
138,19-05-2020,IN,India,SEARO,4970,101139,134,3163
139,20-05-2020,IN,India,SEARO,5611,106750,140,3303
140,21-05-2020,IN,India,SEARO,5609,112359,132,3435
141,22-05-2020,IN,India,SEARO,6088,118447,148,3583
142,23-05-2020,IN,India,SEARO,6654,125101,137,3720
143,24-05-2020,IN,India,SEARO,6767,131868,147,3867
144,25-05-2020,IN,India,SEARO,6977,138845,154,4021
145,26-05-2020,IN,India,SEARO,6535,145380,146,4167
146,27-05-2020,IN,India,SEARO,6387,151767,170,4337
147,28-05-2020,IN,India,SEARO,6566,158333,194,4531
148,29-05-2020,IN,India,SEARO,7466,165799,175,4706
149,30-05-2020,IN,India,SEARO,7964,173763,265,4971
150,31-05-2020,IN,India,SEARO,8380,182143,193,5164
151,01-06-2020,IN,India,SEARO,8392,190535,230,5394
152,02-06-2020,IN,India,SEARO,8171,198706,204,5598
153,03-06-2020,IN,India,SEARO,8909,207615,217,5815
154,04-06-2020,IN,India,SEARO,9304,216919,260,6075
155,05-06-2020,IN,India,SEARO,9851,226770,273,6348
156,06-06-2020,IN,India,SEARO,9887,236657,294,6642
157,07-06-2020,IN,India,SEARO,9971,246628,287,6929
158,08-06-2020,IN,India,SEARO,9983,256611,271,7200
159,09-06-2020,IN,India,SEARO,9987,266598,271,7471
160,10-06-2020,IN,India,SEARO,9985,276583,274,7745
161,11-06-2020,IN,India,SEARO,9996,286579,357,8102
162,12-06-2020,IN,India,SEARO,10956,297535,396,8498
163,13-06-2020,IN,India,SEARO,11458,308993,386,8884
164,14-06-2020,IN,India,SEARO,11929,320922,311,9195
165,15-06-2020,IN,India,SEARO,11502,332424,325,9520
166,16-06-2020,IN,India,SEARO,10667,343091,380,9900
167,17-06-2020,IN,India,SEARO,10974,354065,2003,11903
